Country/Region,Province/State,Lat,Long,date,confirmed,deaths,recovered
Andorra,,42.5063,1.5218,1/31/20,0,0,0
Andorra,,42.5063,1.5218,2/1/20,0,0,0
Andorra,,42.5063,1.5218,2/2/20,0,0,0
Andorra,,42.5063,1.5218,2/3/20,0,0,0
Andorra,,42.5063,1.5218,2/4/20,0,0,0
Andorra,,42.5063,1.5218,2/5/20,0,0,0
Andorra,,42.5063,1.5218,2/6/20,0,0,0
Andorra,,42.5063,1.5218,2/7/20,0,0,0
Andorra,,42.5063,1.5218,2/8/20,0,0,0
Andorra,,42.5063,1.5218,2/9/20,0,0,0
Andorra,,42.5063,1.5218,2/10/20,0,0,0
Andorra,,42.5063,1.5218,2/11/20,0,0,0
Andorra,,42.5063,1.5218,2/12/20,0,0,0
Andorra,,42.5063,1.5218,2/13/20,0,0,0
Andorra,,42.5063,1.5218,2/14/20,0,0,0
Andorra,,42.5063,1.5218,2/15/20,0,0,0
Andorra,,42.5063,1.5218,2/16/20,0,0,0
Andorra,,42.5063,1.5218,2/17/20,0,0,0
Andorra,,42.5063,1.5218,2/18/20,0,0,0
Andorra,,42.5063,1.5218,2/19/20,0,0,0
Andorra,,42.5063,1.5218,2/20/20,0,0,0
Andorra,,42.5063,1.5218,2/21/20,0,0,0
Andorra,,42.5063,1.5218,2/22/20,0,0,0
Andorra,,42.5063,1.5218,2/23/20,0,0,0
Andorra,,42.5063,1.5218,2/24/20,0,0,0
Andorra,,42.5063,1.5218,2/25/20,0,0,0
Andorra,,42.5063,1.5218,2/26/20,0,0,0
Andorra,,42.5063,1.5218,2/27/20,0,0,0
Andorra,,42.5063,1.5218,2/28/20,0,0,0
Andorra,,42.5063,1.5218,2/29/20,0,0,0
Andorra,,42.5063,1.5218,3/1/20,0,0,0
Andorra,,42.5063,1.5218,3/2/20,1,0,0
Andorra,,42.5063,1.5218,3/3/20,1,0,0
Andorra,,42.5063,1.5218,3/4/20,1,0,0
Andorra,,42.5063,1.5218,3/5/20,1,0,0
Andorra,,42.5063,1.5218,3/6/20,1,0,0
Andorra,,42.5063,1.5218,3/7/20,1,0,0
Andorra,,42.5063,1.5218,3/8/20,1,0,0
Andorra,,42.5063,1.5218,3/9/20,1,0,0
Andorra,,42.5063,1.5218,3/10/20,1,0,0
Andorra,,42.5063,1.5218,3/11/20,1,0,0
Andorra,,42.5063,1.5218,3/12/20,1,0,1
Andorra,,42.5063,1.5218,3/13/20,1,0,0
Andorra,,42.5063,1.5218,3/14/20,1,0,1
Andorra,,42.5063,1.5218,3/15/20,1,0,1
Andorra,,42.5063,1.5218,3/16/20,2,0,1
Andorra,,42.5063,1.5218,3/17/20,39,0,1
Andorra,,42.5063,1.5218,3/18/20,39,0,1
Andorra,,42.5063,1.5218,3/19/20,53,0,1
Andorra,,42.5063,1.5218,3/20/20,75,0,1
Andorra,,42.5063,1.5218,3/21/20,88,0,1
Andorra,,42.5063,1.5218,3/22/20,113,1,1
Andorra,,42.5063,1.5218,3/23/20,133,1,1
Andorra,,42.5063,1.5218,3/24/20,164,1,1
Andorra,,42.5063,1.5218,3/25/20,188,1,1
Andorra,,42.5063,1.5218,3/26/20,224,3,1
Andorra,,42.5063,1.5218,3/27/20,267,3,1
Andorra,,42.5063,1.5218,3/28/20,308,3,1
Andorra,,42.5063,1.5218,3/29/20,334,6,1
Andorra,,42.5063,1.5218,3/30/20,370,8,10
Andorra,,42.5063,1.5218,3/31/20,376,12,10
Andorra,,42.5063,1.5218,4/1/20,390,14,10
Andorra,,42.5063,1.5218,4/2/20,428,15,10
Andorra,,42.5063,1.5218,4/3/20,439,16,16
Andorra,,42.5063,1.5218,4/4/20,466,17,21
Andorra,,42.5063,1.5218,4/5/20,501,18,26
Andorra,,42.5063,1.5218,4/6/20,525,21,31
Andorra,,42.5063,1.5218,4/7/20,545,22,39
Andorra,,42.5063,1.5218,4/8/20,564,23,52
Andorra,,42.5063,1.5218,4/9/20,583,25,58
Andorra,,42.5063,1.5218,4/10/20,601,26,71
Andorra,,42.5063,1.5218,4/11/20,601,26,71
Andorra,,42.5063,1.5218,4/12/20,638,29,128
Andorra,,42.5063,1.5218,4/13/20,646,29,128
Andorra,,42.5063,1.5218,4/14/20,659,31,128
Andorra,,42.5063,1.5218,4/15/20,673,33,169
Andorra,,42.5063,1.5218,4/16/20,673,33,169
Andorra,,42.5063,1.5218,4/17/20,696,35,191
Andorra,,42.5063,1.5218,4/18/20,704,35,205
Andorra,,42.5063,1.5218,4/19/20,713,36,235
Andorra,,42.5063,1.5218,4/20/20,717,37,248
Andorra,,42.5063,1.5218,4/21/20,717,37,282
Andorra,,42.5063,1.5218,4/22/20,723,37,309
Angola,,-11.2027,17.8739,1/22/20,0,0,0
Angola,,-11.2027,17.8739,1/23/20,0,0,0
Angola,,-11.2027,17.8739,1/24/20,0,0,0
Angola,,-11.2027,17.8739,1/25/20,0,0,0
Angola,,-11.2027,17.8739,1/26/20,0,0,0
Angola,,-11.2027,17.8739,1/27/20,0,0,0
Angola,,-11.2027,17.8739,1/28/20,0,0,0
Angola,,-11.2027,17.8739,1/29/20,0,0,0
Angola,,-11.2027,17.8739,1/30/20,0,0,0
Angola,,-11.2027,17.8739,1/31/20,0,0,0
Angola,,-11.2027,17.8739,2/1/20,0,0,0
Angola,,-11.2027,17.8739,2/2/20,0,0,0
Angola,,-11.2027,17.8739,2/3/20,0,0,0
Angola,,-11.2027,17.8739,2/4/20,0,0,0
Angola,,-11.2027,17.8739,2/5/20,0,0,0
Angola,,-11.2027,17.8739,2/6/20,0,0,0
Angola,,-11.2027,17.8739,2/7/20,0,0,0
Angola,,-11.2027,17.8739,2/8/20,0,0,0
Angola,,-11.2027,17.8739,2/9/20,0,0,0
Angola,,-11.2027,17.8739,2/10/20,0,0,0
Angola,,-11.2027,17.8739,2/11/20,0,0,0
Angola,,-11.2027,17.8739,2/12/20,0,0,0
Angola,,-11.2027,17.8739,2/13/20,0,0,0
Angola,,-11.2027,17.8739,2/14/20,0,0,0
Angola,,-11.2027,17.8739,2/15/20,0,0,0
Angola,,-11.2027,17.8739,2/16/20,0,0,0
Angola,,-11.2027,17.8739,2/17/20,0,0,0
Angola,,-11.2027,17.8739,2/18/20,0,0,0
Angola,,-11.2027,17.8739,2/19/20,0,0,0
Angola,,-11.2027,17.8739,2/20/20,0,0,0
Angola,,-11.2027,17.8739,2/21/20,0,0,0
Angola,,-11.2027,17.8739,2/22/20,0,0,0
Angola,,-11.2027,17.8739,2/23/20,0,0,0
Angola,,-11.2027,17.8739,2/24/20,0,0,0
Angola,,-11.2027,17.8739,2/25/20,0,0,0
Angola,,-11.2027,17.8739,2/26/20,0,0,0
Angola,,-11.2027,17.8739,2/27/20,0,0,0
Angola,,-11.2027,17.8739,2/28/20,0,0,0
Angola,,-11.2027,17.8739,2/29/20,0,0,0
Angola,,-11.2027,17.8739,3/1/20,0,0,0
Angola,,-11.2027,17.8739,3/2/20,0,0,0
Angola,,-11.2027,17.8739,3/3/20,0,0,0
Angola,,-11.2027,17.8739,3/4/20,0,0,0
Angola,,-11.2027,17.8739,3/5/20,0,0,0
Angola,,-11.2027,17.8739,3/6/20,0,0,0
Angola,,-11.2027,17.8739,3/7/20,0,0,0
Angola,,-11.2027,17.8739,3/8/20,0,0,0
Angola,,-11.2027,17.8739,3/9/20,0,0,0
Angola,,-11.2027,17.8739,3/10/20,0,0,0
Angola,,-11.2027,17.8739,3/11/20,0,0,0
Angola,,-11.2027,17.8739,3/12/20,0,0,0
Angola,,-11.2027,17.8739,3/13/20,0,0,0
Angola,,-11.2027,17.8739,3/14/20,0,0,0
Angola,,-11.2027,17.8739,3/15/20,0,0,0
Angola,,-11.2027,17.8739,3/16/20,0,0,0
Angola,,-11.2027,17.8739,3/17/20,0,0,0
Angola,,-11.2027,17.8739,3/18/20,0,0,0
Angola,,-11.2027,17.8739,3/19/20,0,0,0
Angola,,-11.2027,17.8739,3/20/20,1,0,0
Angola,,-11.2027,17.8739,3/21/20,2,0,0
Angola,,-11.2027,17.8739,3/22/20,2,0,0
Angola,,-11.2027,17.8739,3/23/20,3,0,0
Angola,,-11.2027,17.8739,3/24/20,3,0,0
Angola,,-11.2027,17.8739,3/25/20,3,0,0
Angola,,-11.2027,17.8739,3/26/20,4,0,0
Angola,,-11.2027,17.8739,3/27/20,4,0,0
Angola,,-11.2027,17.8739,3/28/20,5,0,0
Angola,,-11.2027,17.8739,3/29/20,7,2,0
Angola,,-11.2027,17.8739,3/30/20,7,2,0
Angola,,-11.2027,17.8739,3/31/20,7,2,1
Angola,,-11.2027,17.8739,4/1/20,8,2,1
Angola,,-11.2027,17.8739,4/2/20,8,2,1
Angola,,-11.2027,17.8739,4/3/20,8,2,1
Angola,,-11.2027,17.8739,4/4/20,10,2,2
Angola,,-11.2027,17.8739,4/5/20,14,2,2
Angola,,-11.2027,17.8739,4/6/20,16,2,2
Angola,,-11.2027,17.8739,4/7/20,17,2,2
Angola,,-11.2027,17.8739,4/8/20,19,2,2
Angola,,-11.2027,17.8739,4/9/20,19,2,2
Angola,,-11.2027,17.8739,4/10/20,19,2,2
Angola,,-11.2027,17.8739,4/11/20,19,2,4
Angola,,-11.2027,17.8739,4/12/20,19,2,4
Angola,,-11.2027,17.8739,4/13/20,19,2,4
Angola,,-11.2027,17.8739,4/14/20,19,2,5
Angola,,-11.2027,17.8739,4/15/20,19,2,5
Angola,,-11.2027,17.8739,4/16/20,19,2,5
Angola,,-11.2027,17.8739,4/17/20,19,2,5
Angola,,-11.2027,17.8739,4/18/20,24,2,6
Angola,,-11.2027,17.8739,4/19/20,24,2,6
Angola,,-11.2027,17.8739,4/20/20,24,2,6
Angola,,-11.2027,17.8739,4/21/20,24,2,6
Angola,,-11.2027,17.8739,4/22/20,25,2,6
Antigua and Barbuda,,17.0608,-61.7964,1/22/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/23/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/24/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/25/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/26/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/27/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/28/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/29/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/30/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/31/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/1/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/2/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/3/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/4/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/5/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/6/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/7/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/8/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/9/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/10/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/11/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/12/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/13/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/14/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/15/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/16/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/17/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/18/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/19/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/20/20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/21/20,0,0,0
